ID,Sehir,Yas Durumu,Koruma Karari,Oldurme Nedeni,Katil,Olum Sekli,Katilin Durumu,Yil
1046,Istanbul,Resit,Yok,Tartisma,Tanidgi Birisi,Atesli Silah,Tespit Edilemeyen,2020.0
1047,Istanbul,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tespit Edilemeyen,2020.0
1048,Bartin,Resit,Yok,Tartisma,Komsusu,Atesli Silah,Tutuklu,2020.0
1049,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tespit Edilemeyen,2020.0
1050,Sivas,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020.0
1051,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen,Intihar,2020.0
1052,Rize,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020.0
1053,Mersin,Resit,Yok,Kaza,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020.0
1054,Aydin,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Kesici Alet,Tespit Edilemeyen,2020.0
1055,Rize,Resit,Yok,Tartisma,Akrabasi,Atesli Silah,Tespit Edilemeyen,2020.0
1056,Rize,Resit,Yok,Tartisma,Akrabasi,Atesli Silah,Tespit Edilemeyen,2020.0
1057,Tunceli,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020.0
1058,Konya,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,Tutuklu,2020.0
1059,Gaziantep,Resit Degil,Yok,Tespit Edilemeyen,Babasi,Darp,Sorusturma Suruyor,2020.0
1060,Batman,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Asma,Tespit Edilemeyen,2020.0
1061,Antalya,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Tespit Edilemeyen,Tutuklu,2020.0
1062,Karabuk,Resit,Var,Tespit Edilemeyen,Kocasi,Atesli Silah,Tespit Edilemeyen,2020.0
1063,Osmaniye,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Tespit Edilemeyen,2020.0
1064,Bursa,Resit,Yok,Reddedilme,Tanidigi Birisi,Atesli Silah,Intihar,2020.0
1065,Ordu,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Tutuklu,2020.0
1066,Tokat,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020.0
1067,Van,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020.0
1068,Diyarbakir,Resit,Yok,Tartisma,Sevgilisi,Atesli Silah,Tutuklu,2020.0
1069,Konya,Resit,Var,Bosanma Talebi,Kocasi,Atesli Silah,Tutuklu,2020.0
1070,Denizli,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020.0
1071,Corum,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020.0
1072,Mardin,Resit,Yok,Tespit Edilemeyen,Oglu,Kesici Alet,Tutuklu,2020.0
1073,Izmir,Resit,Yok,Tartisma,Eski Kocasi,Kesici Alet,Tutuklu,2020.0
1074,Kars,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Darp,Sorusturma Suruyor,2020.0
1075,Erzurum,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020.0
1076,Batman,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Sorusturma Suruyor,2020.0
1077,Ordu,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Sorusturma Suruyor,2020.0
1078,Diyarbakir,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020.0
1079,Samsun,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020.0
1080,Istanbul,Resit,Yok,Tartisma,Kocasi,Bogulma,Tutuklu,2020.0
1081,Mus,Resit,Yok,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen,Tutuklu,2020.0
1082,Aydin,Resit,Yok,Para,Arkadasi,Kesici Alet,Tutuklu,2020.0
1083,Kocaeli,Resit,Yok,Tespit Edilemeyen,Tanimadigi Birisi,Darp,Tutuklu,2020.0
1084,Bartin,Resit,Yok,Kaza,Kayinpederi,Atesli Silah,Bilinmiyor,2020.0
1085,Mersin,Resit,Yok,Bosanma Talebi,Kocasi,Atesli Silah,Tutuklu,2020.0
1086,Sinop,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Atesli Silah,Tutuklu,2020.0
1087,Kocaeli,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020.0
1088,Mersin,Resit,Yok,Kizini Korurken,Damadi,Atesli Silah,Tutuklu,2020.0
1089,Istanbul,Resit,Yok,Bosanma Talebi,Kocasi,Atesli Silah,Bilinmiyor,2020.0
1090,Kayseri,Resit,Yok,Kiskanclik,Tanidigi Birisi,Atesli Silah,Tutuklu,2020.0
1091,Agri,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1092,Isparta,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Bogulma,Bilinmiyor,2020.0
1093,Ankara,Resit,Yok,Tartisma,Tanidigi Birisi,Darp,Intihar,2020.0
1094,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Intihar,2020.0
1095,Agri,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1096,Kars,Resit,Yok,Tartisma,Tanidigi Birisi,Atesli Silah,Bilinmiyor,2020.0
1097,Hatay,Resit,Yok,Tartisma,Oglu,Atesli Silah,Intihar,2020.0
1098,Hatay,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020.0
1099,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1100,Sanliurfa,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1101,Ankara,Resit,Yok,Tartisma,Kocasi,Bogulma,Tutuklu,2020.0
1102,Hatay,Resit,Yok,Reddedilme,Eski Kocasi,Atesli Silah,Bilinmiyor,2020.0
1103,Denizli,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1104,Konya,Resit Degil,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1105,Istanbul,Resit,Yok,Tartisma,Oglu,Kesici Alet,Tutuklu,2020.0
1106,Mardin,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Bilinmiyor,2020.0
1107,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Bogulma,Tutuklu,2020.0
1108,Ankara,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020.0
1109,Duzce,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020.0
1110,Izmir,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020.0
1111,Diyarbakir,Resit,Yok,Husumet,Tanidigi Birisi,Atesli Silah,Bilinmiyor,2020.0
1112,Eskisehir,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Tutuklu,2020.0
1113,Balikesir,Resit,Yok,Aldatma,Kocasi,Kesici Alet,Tutuklu,2020.0
1114,Kahramanmaras,Resit,Yok,Tartisma,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1115,Antalya,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Bogulma,Tutuklu,2020.0
1116,Bursa,Resit,Yok,Tespit Edilemeyen,Kocasi,Kesici Alet,Tutuklu,2020.0
1117,Kocaeli,Resit,Yok,Tespit Edilemeyen,Oglu,Atesli Silah,Tutuklu,2020.0
1118,Istanbul,Resit,Yok,Bosanma Talebi,Kocasi,Kesici Alet,Tutuklu,2020.0
1119,Denizli,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Intihar,2020.0
1120,Aydin,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020.0
1121,Bursa,Resit,Yok,Bosanma Talebi,Kocasi,Atesli Silah,Tutuklu,2020.0
1122,Afyonkarahisar,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Yakilma,Tutuklu,2020.0
1123,Bursa,Resit,Yok,Bosanma Talebi,Kocasi,Kesici Alet,Tutuklu,2020.0
1124,Manisa,Resit,Yok,Namus,Kocasinin Kardesi,Kesici Alet,Tutuklu,2020.0
1125,Adana,Resit,Yok,Reddedilme,Tanidigi Birisi,Darp,Tutuklu,2020.0
1126,Ankara,Resit Degil,Yok,Namus,Babasi,Atesli Silah,Tutuklu,2020.0
1127,Ankara,Resit,Var,Bosanma Talebi,Kocasi,Bogulma,Tutuklu,2020.0
1128,Elazig,Resit,Yok,Tartisma,Babasi,Atesli Silah,Tutuklu,2020.0
1129,Bingol,Resit,Var,Bosanma Talebi,Kocasi,Atesli Silah,Intihar,2020.0
1130,Mersin,Resit,Yok,Kaza,Akrabasi,Atesli Silah,Tutuklu,2020.0
1131,Istanbul,Resit,Yok,Tartisma,Dini Nikahli Esi,Atesli Silah,Tutuklu,2020.0
1132,Sanliurfa,Resit,Yok,Tartisma,Dini Nikahli Esi,Atesli Silah,Tutuklu,2020.0
1133,Kirsehir,Resit,Yok,Tespit Edilemeyen,Eski Kocasi,Atesli Silah,Tutuklu,2020.0
1134,Mardin,Resit,Yok,Tespit Edilemeyen,Tanidigi Birisi,Bogulma,Tutuklu,2020.0
1135,Giresun,Resit,Var,Tartisma,Kocasi,Kesici Alet,Intihar,2020.0
1136,Ordu,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Tutuklu,2020.0
1137,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen,Bilinmiyor,2020.0
1138,Ankara,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,Tutuklu,2020.0
1139,Adana,Resit,Yok,Tespit Edilemeyen,Babasi,Atesli Silah,Intihar,2020.0
1140,Adana,Resit,Yok,Tespit Edilemeyen,Babasi,Atesli Silah,Intihar,2020.0
1141,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Bogulma,Tutuklu,2020.0
1142,Izmir,Resit,Yok,Reddedilme,Tanidigi Birisi,Kesici Alet,Tutuklu,2020.0
1143,Denizli,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1144,Tespit Edilemeyen,Resit,Yok,Bosanma Talebi,Kocasi,Atesli Silah,Tutuklu,2020.0
1145,Kayseri,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Bilinmiyor,2020.0
1146,Izmir,Resit,Yok,Tartisma,Oglu,Atesli Silah,Intihar,2020.0
1147,Antalya,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1148,Agri,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Bilinmiyor,2020.0
1149,Mardin,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1150,Izmir,Resit,Yok,Tartisma,Eski Kocasi,Atesli Silah,Tutuklu,2020.0
1151,Istanbul,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Kesici Alet,Intihar,2020.0
1152,Mardin,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1153,Adana,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020.0
1154,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1155,Mersin,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1156,Antalya,Resit Degil,Yok,Tartisma,Babasi,Atesli Silah,Intihar,2020.0
1157,Antalya,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020.0
1158,Agri,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Asma,Bilinmiyor,2020.0
1159,Mardin,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Darp,Bilinmiyor,2020.0
1160,Kocaeli,Resit,Yok,Tartisma,Sevgilisi,Atesli Silah,Intihar,2020.0
1161,Canakkale,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Atesli Silah,Tutuklu,2020.0
1162,Gaziantep,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Bilinmiyor,2020.0
1163,Gaziantep,Resit Degil,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Bilinmiyor,2020.0
1164,Aydin,Resit,Yok,Tartisma,Sevgilisi,Darp,Tutuklu,2020.0
1165,Gaziantep,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Bilinmiyor,2020.0
1166,Balikesir,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1167,Ankara,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Asma,Tespit Edilemeyen,2020.0
1168,Istanbul,Resit,Yok,Tespit Edilemeyen,Damadi,Atesli Silah,Tutuklu,2020.0
1169,Ankara,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Asma,Bilinmiyor,2020.0
1170,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Bilinmiyor,2020.0
1171,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tutuklu,2020.0
1172,Istanbul,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2020.0
1173,Kahramanmaras,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Bilinmiyor,2020.0
1174,Mardin,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Yuksekten Dusme,Bilinmiyor,2020.0
1175,Manisa,Resit,Yok,Ayrilik Talebi,Sevgilisi,Kesici Alet,Tutuklu,2020.0
1176,Istanbul,Resit,Yok,Tartisma,Oglu,Kesici Alet,Tutuklu,2020.0
1177,Sanliurfa,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,Bilinmiyor,2020.0
1178,Ankara,Resit,Yok,Kiskanclik,Kocasi,Atesli Silah,Tutuklu,2020.0
1179,Diyarbakir,Resit,Yok,Tespit Edilemeyen,Kocasi,Tespit Edilemeyen,Araniyor,2020.0
1180,Igdir,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Intihar,2020.0
1181,Antalya,Resit,Yok,Tespit Edilemeyen,Arkadasi,Darp,Intihar,2020.0
1182,Istanbul,Resit,Yok,Tespit Edilemeyen,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2020.0
1183,Hatay,Resit Degil,Yok,Tespit Edilemeyen,Babasi,Asma,Tutuklu,2020.0
1184,Ordu,Resit,Yok,Tartisma,Sevgilisi,Yakilma,Tespit Edilemeyen,2020.0
1185,Gaziantep,Resit Degil,Yok,Tespit Edilemeyen,Sevgilisi,Yuksekten Dusme,Tutuklu,2020.0
1186,Manisa,Resit,Yok,Tespit Edilemeyen,Eski Kocasi,Atesli Silah,Tutuklu,2020.0
1187,Antalya,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Kacak,2020.0
1188,Almanya,Resit,Var ,Bosanma,Eski Kocasi,Kesici Alet,Tespit Edilemeyen,2012.0
1189,Mugla,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Tespit Edilemeyen,Tespit Edilemeyen,2012.0
1190,Diyarbakir,Tespit Edilemeyen,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Kacak,2012.0
1191,Ankara,Resit,Var,Bosanma,Eski Kocasi,Vurucu Alet,Araniyor,2012.0
1192,Almanya,Resit,Yok,Bosanma,Kocasi,Iskence,Tutuklu  ,2012.0
1193,Ankara,Tespit Edilemeyen,Yok,Bosanma,Kocasi,Atesli Silah,Tutuklu  ,2012.0
1194,Bursa,Resit,Yok,Bosanma,Kocasi,Atesli Silah,Intihar,2012.0
1195,Erzurum,Resit,Yok,Intihar Susu,Supheli Olum,Yuksekten Dusme,Tespit Edilemeyen,2012.0
1196,Elazig,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Erkek Kardesi,Atesli Silah,Yargilaniyor,2012.0
1197,Bursa,Resit,Yok,Baska Bir Kadini Korurken,Damadi,Atesli Silah,Intihar,2012.0
1198,Antalya,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Sevgilisi,Kesici Alet,Tutuklu  ,2012.0
1199,Ankara,Resit,Yok,Kiskanclik,Sevgilisi,Kesici Alet,Tutuklu  ,2012.0
1200,Kocaeli,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Tespit Edilemeyen,2012.0
1201,Istanbul,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Akrabasi,Atesli Silah,Tespit Edilemeyen,2012.0
1202,Adana,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Sevgilisi,Atesli Silah,Yargilaniyor,2012.0
1203,Zonguldak,Resit Degil,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Tespit Edilemeyen,Tespit Edilemeyen,Tutuklu,2012.0
1204,Izmir,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Yargilaniyor,2012.0
1205,Ordu,Resit,Yok,Reddedilme,Eski Kocasi,Atesli Silah,Yargilaniyor,2012.0
1206,Izmir,Resit,Tespit Edilemeyen,Baska Bir Kadini Korurken,Kocasi,Atesli Silah,Yargilaniyor,2012.0
1207,Balikesir,Resit,Yok,Baska Bir Kadini Korurken,Oglu,Atesli Silah,Tutuklu  ,2012.0
1208,Konya,Resit,Var,Bosanma,Kocasi,Kesici Alet,Tutuklu,2012.0
1209,Denizli,Resit,Yok,Bosanma,Kocasi,Atesli Silah,Intihar,2012.0
1210,Bursa,Resit,Tespit Edilemeyen,Bosanma,Kocasi,Atesli Silah,Tutuklu  ,2012.0
1211,Ankara,Resit,Var,Kriz ve Issizlik,Kocasi,Kesici Alet,Tespit Edilemeyen,2012.0
1212,Istanbul,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Erkek Kardesi,Atesli Silah,Tutuklu,2012.0
1213,Balıkesir,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Erkek Kardesi,Kesici Alet,Tutuklu  ,2012.0
1214,Istanbul,Resit,Yok,Kiskanclik,Is Arkadasi,Atesli Silah,Tutuklu,2012.0
1215,Antalya,Resit,Yok,Kiskanclik,Kocasi,Atesli Silah,Intihar,2012.0
1216,Aydın,Resit,Yok,Kiskanclik,Tanidigi Birisi,Atesli Silah,Tutuklu,2012.0
1217,Tekirdag,Resit,Tespit Edilemeyen,Bosanma,Kocasi,Kesici Alet,Kacak,2012.0
1218,Hatay,Resit,Yok,Aile Meclisi Karari,Sevgilisi,Atesli Silah,Intihar,2012.0
1219,Kayseri,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Tutuklu,2012.0
1220,Gaziantep,Resit Degil,Yok,Tecavuz,Komsusu,Bogulma,Tutuklu,2012.0
1221,Sanliurfa,Resit,Tespit Edilemeyen,Tespit Edilemeyen,Sevgilisi,Atesli Silah,Tespit Edilemeyen,2012.0
1222,Adana,Resit,Yok,Bosanma,Kocasi,Atesli Silah,Tespit Edilemeyen,2012.0
1223,Istanbul,Resit Degil,Var ,Bosanma,Kocasi,Kesici Alet,Tutuklu,2012.0
1224,Kastamonu,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Tespit Edilemeyen,Atesli Silah,Tespit Edilemeyen,2012.0
1225,Bursa,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Kocasi,Atesli Silah,Intihar,2012.0
1226,Istanbul,Resit,Yok,Kiskanclik,Sevgilisi,Atesli Silah,Tespit Edilemeyen,2012.0
1227,Tekirdag,Resit,Yok,Kiskanclik,Sevgilisi,Iskence,Tutuklu,2012.0
1228,Erzurum,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Tutuklu,2012.0
1229,Adana,Resit,Yok,Ayrilik,Sevgilisi,Atesli Silah,Tespit Edilemeyen,2012.0
1230,Tekirdag,Resit,Yok,Reddedilme,Kayinbiraderi,Kesici Alet,Yargilaniyor,2012.0
1231,Balikesir,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Tespit Edilemeyen,Tespit Edilemeyen,Tespit Edilemeyen,2012.0
1232,Çanakkale,Resit,Yok,Kriz ve Issizlik,Kocasi,Kesici Alet,Intihar,2012.0
1233,Almanya,Resit,Var ,Aile Meclisi Karari,Erkek Kardesi,Iskence,Tutuklu,2012.0
1234,Antalya,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Is Arkadasi,Yuksekten Dusme,Tespit Edilemeyen,2012.0
1235,Mugla,Resit,Yok,Kriz ve Issizlik,Erkek Kardesi,Kesici Alet,Serbest,2012.0
1236,Konya,Resit,Yok,Tecavuz,Tanidigi Birisi,Bogulma,Tutuklu,2012.0
1237,Sanliurfa,Resit,Yok,Ayrilik,Sevgilisi,Kesici Alet,Tutuklu,2012.0
1238,Mugla,Resit,Yok,Ayrilik,Sevgilisi,Kesici Alet,Tutuklu,2012.0
1239,Balikesir,Resit,Yok,Cocugunun Hayatina Dair Karar Verdigi Icin,Sevgilisi,Kesici Alet,Tutuklu,2012.0
1240,Diyarbakir,Resit,Yok,Bosanma,Kocasi,Kesici Alet,Tutuklu,2012.0
1241,Nigde,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Kocasi,Kesici Alet,Tutuklu,2012.0
1242,Istanbul,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Kocasi,Atesli Silah,Tutuklu,2012.0
1243,Istanbul,Resit,Yok,Kadin hayatina dair bir karar vermek istedigi icin,Tespit Edilemeyen,Kesici Alet,Tutuklu,2012.0
1244,Kayseri,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Tutuklu,2012.0
1245,Antalya,Resit,Yok,Kiskanclik,Eski Kocasi,Atesli Silah,Tutuklu,2012.0
1246,Osmaniye,Resit Degil,Var ,Reddedilme,Tanidigi Birisi,Atesli Silah,Intihar,2012.0
1247,Kahramanmaras,Resit,Yok,Kriz ve Issizlik,Kocasi,Kesici Alet,Tutuklu,2012.0
1248,Van,Resit,Yok,Aile Meclisi Karari,Kocasi,Atesli Silah,Tutuklu,2012.0
1249,Osmaniye,Resit Degil,Tespit Edilemeyen,Tespit Edilemeyen,Tanimadigi Birisi,Atesli Silah,Bilinmiyor,2012.0
1250,Diyarbakir,Resit Degil,Tespit Edilemeyen,Tecavuz,Ailesi,Bogulma,Bilinmiyor,2012.0
1251,Aydin,Resit,Tespit Edilemeyen,Kiskanclik,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1252,Siirt,Resit,Yok,Bosanma Talebi,Kocasi,Yuksekten Dusme,Bilinmiyor,2012.0
1253,Izmir,Resit,Yok,Kiskanclik,Eski Kocasi,Kesici Alet,Bilinmiyor,2012.0
1254,Zonguldak,Resit,Yok,Aldatilma Suphesi,Kocasi,Kesici Alet,Bilinmiyor,2011.0
1255,Istanbul,Resit,Yok,Bosanma Talebi,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1256,Manisa,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1257,Samsun,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1258,Gaziantep,Resit,Tespit Edilemeyen,Tore,Ailesi,Tespit Edilemeyen,Bilinmiyor,2012.0
1259,Mersin,Resit,Yok,Kiskanclik,Eski Kocasi,Atesli Silah,Bilinmiyor,2012.0
1260,Adana,Resit,Yok,Tespit Edilemeyen,Sevgilisi,Bogulma,Bilinmiyor,2012.0
1261,Izmir,Resit,Yok,Tartisma,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1262,Aksaray,Resit,Yok,Kiskanclik,Kocasi,Bogulma,Bilinmiyor,2012.0
1263,Kayseri,Resit,Yok,Bosanma Talebi,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1264,Adana,Resit,Var,Reddedilme,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1265,Kars,Resit,Yok,Bosanma Talebi,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1266,Istanbul,Resit,Yok,Bosanma Talebi,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1267,Çorlu,Resit,Yok,Reddedilme,Kocasi,Tespit Edilemeyen,Bilinmiyor,2012.0
1268,Istanbul,Resit,Yok,Ayrilik,Kocasi,Bogulma,Bilinmiyor,2012.0
1269,Bilinmiyor,Resit,Yok,Tespit Edilemeyen,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1270,Istanbul,Resit,Yok,Tartisma,Sevgilisi,Kesici Alet,Bilinmiyor,2012.0
1271,Istanbul,Resit,Yok,Tespit Edilemeyen,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1272,Istanbul,Resit,Yok,Reddedilme,Eski Sevgilisi,Atesli Silah,Bilinmiyor,2012.0
1273,Istanbul,Resit,Yok,Tartisma,Sevgilisi,Atesli Silah,Bilinmiyor,2012.0
1274,Agri,Resit,Yok,Namus,Akrabasi,Iskence,Bilinmiyor,2012.0
1275,Ankara,Resit,Yok,Tespit Edilemeyen,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1276,Izmir,Resit,Yok,Kiskanclik,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1277,Istanbul,Resit,Var,Reddedilme,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1278,Mersin,Resit,Yok,Tartisma,Eski Kocasi,Atesli Silah,Bilinmiyor,2012.0
1279,Mersin,Resit,Yok,Tartisma,Kocasi,Darp,Bilinmiyor,2012.0
1280,Bursa,Resit,Yok,Bosanma,Kocasi,Kesici Alet,Bilinmiyor,2012.0
1281,Samsun,Resit,Yok,Reddedilme,Tanidigi Birisi,Vurucu Alet,Bilinmiyor,2012.0
1282,Canakkale,Resit,Yok,Kizini Korurken,Tanidigi Birisi,Atesli Silah,Bilinmiyor,2012.0
1283,Corum,Resit,Yok,Reddedilme,Tanidigi Birisi,Atesli Silah,Bilinmiyor,2012.0
1284,Hatay,Resit,Yok,Tartisma,Kocasi,Darp,Bilinmiyor,2015.0
1285,Sanliurfa,Resit,Yok,Tespit Edilemeyen,Eski Kocasi,Kesici Alet,Bilinmiyor,2012.0
1286,Adana,Resit,Yok,Ayrilik Talebi,Sevgilisi,Ateslil Silah,Bilinmiyor,2012.0
1287,Adana,Resit,Yok,Tartisma,Kocasi,Atesli Silah,Bilinmiyor,2012.0
1288,Istanbul,Resit,Yok,Reddedilme,Tanidigi Birisi,Kesici Alet,Bilinmiyor,2012.0
1289,Kayseri,Resit,Var,Kadin hayatina dair bir karar vermek istedigi icin,Kocasi,Kesici Alet,Bilinmiyor,2012.0
